527,475
545,475
563,475
581,475
599,475
617,475
640,475
658,475
676,475
694,475
712,475
735,475
758,475
776,475
794,475
812,475
830,475
853,475
20,495
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
138,495
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
256,495
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
374,495
414,495
-50,-50
464,495
504,495
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
622,495
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
740,495
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
858,495
20,513
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
138,513
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
256,513
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
374,513
414,513
-50,-50
464,513
504,513
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
622,513
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
740,513
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
858,513
20,531
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
138,531
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
256,531
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
374,531
414,531
-50,-50
464,531
504,531
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
622,531
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
740,531
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
858,531
20,549
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
138,549
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
256,549
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
374,549
414,549
-50,-50
464,549
504,549
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
622,549
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
740,549
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
858,549
20,567
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
138,567
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
256,567
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
374,567
414,567
-50,-50
464,567
504,567
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
622,567
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
740,567
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
858,567
15,602
35,602
53,602
71,602
89,602
107,602
130,602
153,602
171,602
189,602
207,602
225,602
245,602
268,602
286,602
304,602
322,602
340,602
-50,-50
-50,-50
437,615
-50,-50
-50,-50
527,602
545,602
563,602
581,602
599,602
617,602
640,602
658,602
676,602
694,602
712,602
735,602
758,602
776,602
794,602
812,602
830,602
853,602
15,637
35,637
53,637
71,637
89,637
107,637
130,637
153,637
171,637
189,637
207,637
225,637
245,637
268,637
286,637
304,637
322,637
340,637
-50,-50
-50,-50
437,615
-50,-50
-50,-50
527,637
545,637
563,637
581,637
599,637
617,637
640,637
658,637
676,637
694,637
712,637
735,637
758,637
776,637
794,637
812,637
830,637
853,637
20,657
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
138,657
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
256,657
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
374,657
414,657
-50,-50
464,657
504,657
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
622,657
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
740,657
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
858,657
20,675
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
138,675
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
256,675
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
374,675
414,675
-50,-50
464,675
504,675
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
622,675
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
740,675
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
858,675
20,693
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
138,693
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
256,693
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
374,693
414,693
-50,-50
464,693
504,693
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
622,693
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
740,693
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
858,693
20,711
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
138,711
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
256,711
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
374,711
414,711
-50,-50
464,711
504,711
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
622,711
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
740,711
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
858,711
20,729
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
138,729
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
256,729
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
374,729
414,729
-50,-50
464,729
504,729
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
622,729
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
740,729
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
858,729
15,759
35,759
53,759
71,759
89,759
107,759
130,759
153,759
171,759
189,759
207,759
225,759
245,759
268,759
286,759
304,759
322,759
340,759
360,759
401,729
437,729
473,729
509,759
527,759
545,759
563,759
581,759
599,759
617,759
640,759
658,759
676,759
694,759
712,759
735,759
758,759
776,759
794,759
812,759
830,759
853,759
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
360,656
355,686
360,716
385,626
400,606
527,716
520,686
510,656
485,626
460,606
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
-50,-50
